player_id,team_id,season_name,position,base_salary,guaranteed_compensation,mlspa_release,season_name_outlier,base_salary_outlier,guaranteed_compensation_outlier
0Oq63lbzQ6,kRQabn8MKZ,2023,D,68775.0,72880.0,2023-09-15,False,False,False
0Oq63n7Q6D,mKAqBBmqbg,2013,F,237276.0,262276.0,2013-05-01,False,False,False
0Oq63n7Q6D,mKAqBBmqbg,2013,F,237276.0,262276.0,2013-08-01,False,False,False
0Oq63n7Q6D,mKAqBBmqbg,2013,F,237276.0,262276.0,2013-09-15,False,False,False
0Oq63oxzQ6,KAqBN0Vqbg,2022,D,65500.0,65500.0,2022-09-02,False,False,False
0Oq63oxzQ6,KAqBN0Vqbg,2023,D,85444.0,85444.0,2023-04-30,False,False,False
0Oq63oxzQ6,KAqBN0Vqbg,2023,D,85444.0,85444.0,2023-09-15,False,False,False
0Oq63oxzQ6,KAqBN0Vqbg,2024,D,89716.0,89716.0,2024-04-25,False,False,False
0Oq63P32Q6,mKAqBBmqbg,2020,D,63547.0,63547.0,2020-12-01,False,False,False
0Oq63P32Q6,mKAqBBmqbg,2021,D,66724.0,66724.0,2021-04-15,False,False,False
0Oq63P32Q6,mKAqBBmqbg,2021,D,66724.0,66724.0,2021-09-30,False,False,False
0Oq63P32Q6,mKAqBBmqbg,2022,D,197950.0,197950.0,2022-04-15,False,False,False
0Oq63P32Q6,mKAqBBmqbg,2022,D,197950.0,197950.0,2022-09-02,False,False,False
0Oq63P32Q6,mKAqBBmqbg,2023,D,240750.0,240750.0,2023-04-30,False,False,False
0Oq63P32Q6,mKAqBBmqbg,2023,D,240750.0,240750.0,2023-09-15,False,False,False
0Oq63P32Q6,mKAqBBmqbg,2024,D,347750.0,347750.0,2024-04-25,False,False,False
0Oq63P32Q6,mKAqBBmqbg,2024,D,347750.0,347750.0,2024-09-13,False,False,False
0Oq63pJdQ6,APk5LGOMOW,2020,D,81375.0,85542.0,2020-12-01,False,False,False
0Oq63v4rQ6,0KPqjA456v,2020,D,81375.0,84375.0,2020-12-01,False,False,False
0Oq63v4rQ6,0KPqjA456v,2021,D,85000.0,88000.0,2021-04-15,False,False,False
0Oq63v4rQ6,0KPqjA456v,2021,D,85000.0,88000.0,2021-09-30,False,False,False
0Oq63v4rQ6,0KPqjA456v,2022,D,100000.0,103000.0,2022-04-15,False,False,False
0Oq63v4rQ6,0KPqjA456v,2022,D,100000.0,103000.0,2022-09-02,False,False,False
0Oq63v4rQ6,0KPqjA456v,2023,D,150000.0,153000.0,2023-04-30,False,False,False
0Oq63v4rQ6,0KPqjA456v,2023,D,150000.0,153000.0,2023-09-15,False,False,False
0Oq63v4rQ6,0KPqjA456v,2024,D,200000.0,203000.0,2024-04-25,False,False,False
0Oq63v4rQ6,0KPqjA456v,2024,D,200000.0,203000.0,2024-09-13,False,False,False
0Oq63Ym2Q6,19vQ2095K6,2022,M,65500.0,65500.0,2022-04-15,False,False,False
0Oq63Ym2Q6,19vQ2095K6,2022,M,65500.0,65500.0,2022-09-02,False,False,False
0Oq63Ym2Q6,19vQ2095K6,2023,D,85444.0,85444.0,2023-04-30,False,False,False
0Oq63Ym2Q6,19vQ2095K6,2023,D,85444.0,85444.0,2023-09-15,False,False,False
0Oq63Ym2Q6,19vQ2095K6,2024,D,89716.0,89716.0,2024-04-25,False,False,False
0Oq63Ym2Q6,19vQ2095K6,2024,D,89716.0,89716.0,2024-09-13,False,False,False
0Oq6712Q6D,NPqxKXZ59d,2023,D,750000.0,850000.0,2023-04-30,False,False,False
0Oq6712Q6D,NPqxKXZ59d,2023,D,750000.0,850000.0,2023-09-15,False,False,False
0Oq6712Q6D,NPqxKXZ59d,2024,M,750000.0,850000.0,2024-04-25,False,False,False
0Oq6712Q6D,NPqxKXZ59d,2024,M,750000.0,850000.0,2024-09-13,False,False,False
0Oq67EgQ6D,Z2vQ1xlqrA,2013,D,180000.0,180000.0,2013-05-01,False,False,False
0Oq67EgQ6D,Z2vQ1xlqrA,2013,D,180000.0,180000.0,2013-08-01,False,False,False
0Oq67EgQ6D,Z2vQ1xlqrA,2013,D,180000.0,180000.0,2013-09-15,False,False,False
0Oq67EgQ6D,Z2vQ1xlqrA,2014,D,200000.0,200000.0,2014-04-01,False,False,False
0Oq67EgQ6D,Z2vQ1xlqrA,2014,D,600000.0,633250.0,2014-09-15,False,False,False
0Oq67EgQ6D,Z2vQ1xlqrA,2015,D,650000.0,683250.0,2015-07-15,False,False,False
0Oq67EgQ6D,Z2vQ1xlqrA,2015,D,650000.0,683250.0,2015-09-15,False,False,False
0Oq67EgQ6D,Z2vQ1xlqrA,2016,D,700000.0,733250.0,2016-05-15,False,False,False
0Oq67EgQ6D,Z2vQ1xlqrA,2016,D,700000.0,733250.0,2016-09-15,False,False,False
0Oq67EgQ6D,Z2vQ1xlqrA,2017,D,725000.0,758250.0,2017-04-15,False,False,False
0Oq67EgQ6D,Z2vQ1xlqrA,2017,D,725000.0,758250.0,2017-09-15,False,False,False
0Oq67EgQ6D,Z2vQ1xlqrA,2018,D,750000.0,783250.0,2018-05-01,False,False,False
0Oq67EgQ6D,Z2vQ1xlqrA,2018,D,750000.0,783250.0,2018-09-15,False,False,False
0Oq67EgQ6D,Z2vQ1xlqrA,2019,D,574998.0,674998.0,2019-06-01,False,False,False
0Oq67EgQ6D,Z2vQ1xlqrA,2019,D,574997.6,674997.6,2019-09-13,False,False,False
0Oq67EgQ6D,Z2vQ1xlqrA,2020,D,575000.0,675000.0,2020-12-01,False,False,False
0Oq67EgQ6D,gpMOLwl5zy,2021,D,650000.0,650000.0,2021-04-15,False,False,False
0Oq67EgQ6D,gpMOLwl5zy,2021,D,650000.0,650000.0,2021-09-30,False,False,False
0Oq67k7Q6D,4wM42l4qjB,2013,F,125000.0,156363.62,2013-05-01,False,False,False
0Oq67k7Q6D,4wM42l4qjB,2013,F,125000.0,156363.62,2013-08-01,False,False,False
0Oq67k7Q6D,4wM42l4qjB,2013,F,125000.0,156363.62,2013-09-15,False,False,False
0Oq67k7Q6D,jYQJ19EqGR,2014,F,65000.0,70000.0,2014-04-01,False,False,False
0Oq67k7Q6D,jYQJ19EqGR,2014,F,65000.0,70000.0,2014-09-15,False,False,False
0Oq67xxQ6D,a2lqRX2Mr0,2013,M,65000.0,71428.54,2013-05-01,False,False,False
0Oq67xxQ6D,a2lqRX2Mr0,2013,M,65000.0,71428.54,2013-08-01,False,False,False
0Oq67xxQ6D,a2lqRX2Mr0,2013,M,65000.0,71428.54,2013-09-15,False,False,False
0Oq67xxQ6D,0KPqjA456v,2014,M,65000.0,68415.21,2014-04-01,False,False,False
0Oq67xxQ6D,0KPqjA456v,2014,M,65000.0,68415.21,2014-09-15,False,False,False
0Oq6aoX56D,mvzqoLZQap,2015,M,234999.95,253749.95,2015-07-15,False,False,False
0Oq6aoX56D,mvzqoLZQap,2015,M,201428.52,220178.52,2015-09-15,False,False,False
0Oq6aoX56D,mvzqoLZQap,2016,M,235000.0,263350.0,2016-05-15,False,False,False
0Oq6aoX56D,mvzqoLZQap,2016,M,235000.0,263350.0,2016-09-15,False,False,False
0Oq6bAPq6D,kaDQ0wRqEv,2022,F,3000000.0,3000000.0,2022-04-15,False,True,True
0Oq6bAPq6D,kaDQ0wRqEv,2022,F,3000000.0,4508333.0,2022-09-02,False,True,True
0Oq6bAPq6D,kaDQ0wRqEv,2023,F,3000000.0,4508333.0,2023-04-30,False,True,True
0Oq6bAPq6D,kaDQ0wRqEv,2023,M,3000000.0,4508333.0,2023-09-15,False,True,True
0Oq6BKAq6D,kRQabn8MKZ,2018,GK,67500.0,67500.0,2018-05-01,False,False,False
0Oq6BKAq6D,kRQabn8MKZ,2018,GK,67500.0,67500.0,2018-09-15,False,False,False
0Oq6BKAq6D,kRQabn8MKZ,2019,GK,70875.0,70875.0,2019-06-01,False,False,False
0Oq6BKAq6D,kRQabn8MKZ,2019,GK,70875.0,70875.0,2019-09-13,False,False,False
0Oq6BKAq6D,,2020,GK,81375.0,81375.0,2020-12-01,False,False,False
0Oq6ebd56D,jYQJ19EqGR,2014,M,75000.0,75000.0,2014-04-01,False,False,False
0Oq6ebd56D,jYQJ19EqGR,2014,M,75000.0,75000.0,2014-09-15,False,False,False
0Oq6ebd56D,jYQJ19EqGR,2015,M,75000.0,75000.0,2015-07-15,False,False,False
0Oq6ebd56D,jYQJ19EqGR,2015,M,75000.0,75000.0,2015-09-15,False,False,False
0Oq6ebd56D,pzeQZ6xQKw,2016,M,110000.0,110000.0,2016-05-15,False,False,False
0Oq6ebd56D,pzeQZ6xQKw,2016,M,110000.0,110000.0,2016-09-15,False,False,False
0Oq6ENn256,0KPqjA456v,2018,F,54500.04,54500.04,2018-05-01,False,False,False
0Oq6ENn256,0KPqjA456v,2018,F,54500.04,54500.04,2018-09-15,False,False,False
0Oq6ENn256,eVq3ya6MWO,2020,F,81375.0,81375.0,2020-12-01,False,False,False
0Oq6ENn256,eVq3ya6MWO,2021,F,85444.0,85444.0,2021-04-15,False,False,False
0Oq6ENn256,eVq3ya6MWO,2021,F,85444.0,85444.0,2021-09-30,False,False,False
0Oq6ENn256,eVq3ya6MWO,2022,F,93988.0,93988.0,2022-04-15,False,False,False
0Oq6ENn256,a2lqR4JMr0,2022,F,93988.0,93988.0,2022-09-02,False,False,False
0Oq6ENn256,a2lqR4JMr0,2023,F,98687.0,98687.0,2023-04-30,False,False,False
0Oq6ENn256,a2lqR4JMr0,2023,F,98687.0,98687.0,2023-09-15,False,False,False
0Oq6ENn256,jYQJ19EqGR,2024,F,359091.0,389394.0,2024-04-25,False,False,False
0Oq6ENn256,jYQJ19EqGR,2024,F,359091.0,389394.0,2024-09-13,False,False,False
0Oq6ERe256,lgpMOvnQzy,2020,M,63547.0,63547.0,2020-12-01,False,False,False
0Oq6ERe256,lgpMOvnQzy,2021,M,66724.0,66724.0,2021-04-15,False,False,False
0Oq6ERe256,lgpMOvnQzy,2021,M,66724.0,66724.0,2021-09-30,False,False,False
0Oq6Ervr56,eVq3ya6MWO,2018,M,54500.04,56166.71,2018-05-01,False,False,False
0Oq6Ervr56,eVq3ya6MWO,2018,M,54500.04,56166.71,2018-09-15,False,False,False
0Oq6Ervr56,eVq3ya6MWO,2019,M,80000.0,81667.0,2019-06-01,False,False,False
0Oq6l2JzM6,kRQabn8MKZ,2016,M,180000.0,193333.33,2016-09-15,False,False,False
0Oq6l2JzM6,kRQabn8MKZ,2017,M,189000.0,202333.33,2017-04-15,False,False,False
0Oq6l2JzM6,kRQabn8MKZ,2017,M,189000.0,202333.33,2017-09-15,False,False,False
0Oq6l8YgM6,kRQand1MKZ,2019,D,305000.0,411833.0,2019-06-01,False,False,False
0Oq6l8YgM6,kRQand1MKZ,2019,D,305000.03,411833.38,2019-09-13,False,False,False
0Oq6l8YgM6,kRQand1MKZ,2020,D,400000.0,499250.0,2020-12-01,False,False,False
0Oq6l8YgM6,kRQand1MKZ,2021,D,600000.0,699250.0,2021-04-15,False,False,False
0Oq6l8YgM6,kRQand1MKZ,2021,D,600000.0,699250.0,2021-09-30,False,False,False
0Oq6l8YgM6,kRQand1MKZ,2022,D,720000.0,819250.0,2022-04-15,False,False,False
0Oq6l8YgM6,kRQand1MKZ,2022,D,720000.0,819250.0,2022-09-02,False,False,False
0Oq6la47M6,a2lqR4JMr0,2015,M,60000.0,64166.67,2015-07-15,False,False,False
0Oq6la47M6,a2lqR4JMr0,2015,M,60000.0,64166.67,2015-09-15,False,False,False
0Oq6lagAM6,kRQabn8MKZ,2017,GK,65004.0,65004.0,2017-04-15,False,False,False
0Oq6lagAM6,kRQabn8MKZ,2017,GK,65004.0,65004.0,2017-09-15,False,False,False
0Oq6lakAM6,pzeQZ6xQKw,2015,D,60000.0,60000.0,2015-07-15,False,False,False
0Oq6lB9PM6,EKXMeX3Q64,2014,F,36500.0,36500.0,2014-04-01,False,False,False
0Oq6lBP2M6,WBLMvYAQxe,2014,F,75000.0,113000.0,2014-04-01,False,False,False
0Oq6lBP2M6,WBLMvYAQxe,2014,F,75000.0,113000.0,2014-09-15,False,False,False
0Oq6lBP2M6,WBLMvYAQxe,2015,F,85000.0,123000.0,2015-07-15,False,False,False
0Oq6lDAgM6,APk5LGOMOW,2017,D,324000.0,324000.0,2017-09-15,False,False,False
0Oq6lE7xM6,mvzqoLZQap,2013,M,46500.0,46500.0,2013-05-01,False,False,False
0Oq6lE7xM6,mvzqoLZQap,2013,M,46500.0,46500.0,2013-08-01,False,False,False
0Oq6lE7xM6,mvzqoLZQap,2013,M,46500.0,46500.0,2013-09-15,False,False,False
0Oq6lE7xM6,mvzqoLZQap,2014,M,48825.0,48825.0,2014-04-01,False,False,False
0Oq6lE7xM6,mvzqoLZQap,2014,M,48825.0,48825.0,2014-09-15,False,False,False
0Oq6lE7xM6,Z2vQ1xlqrA,2015,M,135000.0,135000.0,2015-07-15,False,False,False
0Oq6lE7xM6,Z2vQ1xlqrA,2015,M,135000.0,135000.0,2015-09-15,False,False,False
0Oq6lE7xM6,Z2vQ1xlqrA,2016,M,132624.0,132624.0,2016-05-15,False,False,False
0Oq6lE7xM6,Z2vQ1xlqrA,2016,M,132624.0,132624.0,2016-09-15,False,False,False
0Oq6lE7xM6,kRQand1MKZ,2017,M,105000.0,105000.0,2017-04-15,False,False,False
0Oq6lE7xM6,kRQand1MKZ,2017,M,105000.0,105000.0,2017-09-15,False,False,False
0Oq6LeJ7M6,mvzqoLZQap,2023,D,67360.0,67360.0,2023-04-30,False,False,False
0Oq6LeJ7M6,mvzqoLZQap,2023,D,67360.0,67360.0,2023-09-15,False,False,False
0Oq6LeJ7M6,a2lqR4JMr0,2024,D,89716.0,89716.0,2024-04-25,False,False,False
0Oq6LeJ7M6,a2lqR4JMr0,2024,D,89716.0,89716.0,2024-09-13,False,False,False
0Oq6lgl6M6,mvzqoLZQap,2016,D,200004.0,207504.0,2016-09-15,False,False,False
0Oq6lgl6M6,mvzqoLZQap,2017,D,235000.0,242500.0,2017-04-15,False,False,False
0Oq6lj26M6,kaDQ0wRqEv,2014,F,50000.0,50000.0,2014-04-01,False,False,False
0Oq6lJPzM6,kaDQ0wRqEv,2019,M,550000.0,550000.0,2019-06-01,False,False,False
0Oq6lJPzM6,kaDQ0wRqEv,2019,M,549999.94,578499.94,2019-09-13,False,False,False
0Oq6lJPzM6,kaDQ0wRqEv,2020,M,600000.0,628500.0,2020-12-01,False,False,False
0Oq6lJPzM6,YgOMngl5wN,2021,M,275000.0,290000.0,2021-04-15,False,False,False
0Oq6lJPzM6,YgOMngl5wN,2021,M,275000.0,290000.0,2021-09-30,False,False,False
0Oq6lJPzM6,,2022,M,300000.0,315000.0,2022-04-15,False,False,False
0Oq6lJPzM6,,2022,M,300000.0,315000.0,2022-09-02,False,False,False
0Oq6lLZgM6,WBLMvYAQxe,2013,F,200000.05,200000.05,2013-09-15,False,False,False
0Oq6lLZgM6,WBLMvYAQxe,2014,F,200000.05,200000.05,2014-04-01,False,False,False
0Oq6lLZgM6,WBLMvYAQxe,2014,F,200000.05,200000.05,2014-09-15,False,False,False
0Oq6lLZgM6,WBLMvYAQxe,2015,F,200000.05,200000.05,2015-07-15,False,False,False
0Oq6lLZgM6,WBLMvYAQxe,2015,F,200000.05,200000.05,2015-09-15,False,False,False
0Oq6lLZgM6,mKAqBBmqbg,2016,F,250000.0,250000.0,2016-05-15,False,False,False
0Oq6lLZgM6,mKAqBBmqbg,2016,F,250000.0,250000.0,2016-09-15,False,False,False
0Oq6lLZgM6,mKAqBBmqbg,2017,F,300000.0,300000.0,2017-04-15,False,False,False
0Oq6lLZgM6,mKAqBBmqbg,2017,F,300000.0,560000.0,2017-09-15,False,False,False
0Oq6lLZgM6,mKAqBBmqbg,2018,F,700000.06,781000.06,2018-05-01,False,False,False
0Oq6lLZgM6,mKAqBBmqbg,2018,F,700000.06,781000.06,2018-09-15,False,False,False
0Oq6lLZgM6,APk5LGOMOW,2019,F,900000.0,1071000.0,2019-06-01,False,False,False
0Oq6lLZgM6,APk5LGOMOW,2019,F,900000.0,1071000.0,2019-09-13,False,False,False
0Oq6lLZgM6,APk5LGOMOW,2020,F,1400000.0,1601000.0,2020-12-01,False,False,False
0Oq6lLZgM6,YgOMngl5wN,2021,F,1136127.0,1270146.0,2021-04-15,False,False,False
0Oq6lLZgM6,YgOMngl5wN,2021,F,1136127.0,1270146.0,2021-09-30,False,False,False
0Oq6lLZgM6,gpMOLwl5zy,2022,F,625000.0,661250.0,2022-04-15,False,False,False
0Oq6lLZgM6,gpMOLwl5zy,2022,F,625000.0,661250.0,2022-09-02,False,False,False
0Oq6lLZgM6,gpMOLwl5zy,2023,F,700000.0,736250.0,2023-04-30,False,False,False
0Oq6lLZgM6,gpMOLwl5zy,2023,F,700000.0,736250.0,2023-09-15,False,False,False
0Oq6lm4zM6,zeQZkL1MKw,2020,M,3050000.0,3350000.0,2020-12-01,False,True,True
0Oq6lm4zM6,zeQZkL1MKw,2021,M,3050000.0,3350000.0,2021-04-15,False,True,True
0Oq6lm4zM6,zeQZkL1MKw,2021,M,3050000.0,3350000.0,2021-09-30,False,True,True
0Oq6lm4zM6,zeQZkL1MKw,2022,M,3050000.0,3350000.0,2022-04-15,False,True,True
0Oq6lm4zM6,zeQZkL1MKw,2022,M,3050000.0,3350000.0,2022-09-02,False,True,True
0Oq6lm4zM6,zeQZkL1MKw,2023,M,3050000.0,3350000.0,2023-04-30,False,True,True
0Oq6ln0zM6,kRQabn8MKZ,2013,F,46500.0,46500.0,2013-05-01,False,False,False
0Oq6ln0zM6,kRQabn8MKZ,2013,F,46500.0,46500.0,2013-08-01,False,False,False
0Oq6ln0zM6,kRQabn8MKZ,2013,F,46500.0,46500.0,2013-09-15,False,False,False
0Oq6ln0zM6,a2lqR4JMr0,2016,F,62500.0,62500.0,2016-05-15,False,False,False
0Oq6ln0zM6,a2lqR4JMr0,2016,F,62500.0,62500.0,2016-09-15,False,False,False
0Oq6ln0zM6,NWMWlBK5lz,2019,F,70250.0,73850.0,2019-06-01,False,False,False
0Oq6lnBrM6,pzeQZ6xQKw,2015,F,65004.0,65004.0,2015-07-15,False,False,False
0Oq6lnBrM6,pzeQZ6xQKw,2015,F,65004.0,65004.0,2015-09-15,False,False,False
0Oq6lnBrM6,pzeQZ6xQKw,2016,F,85000.0,85000.0,2016-05-15,False,False,False
0Oq6lnBrM6,X0Oq66zq6D,2016,F,85000.0,85000.0,2016-09-15,False,False,False
0Oq6lnBrM6,X0Oq66zq6D,2017,F,274999.9,328312.4,2017-04-15,False,False,False
0Oq6lnBrM6,X0Oq66zq6D,2017,F,274999.9,328312.4,2017-09-15,False,False,False
0Oq6lnBrM6,X0Oq66zq6D,2018,F,300000.0,353312.5,2018-05-01,False,False,False
0Oq6lnBrM6,X0Oq66zq6D,2018,F,300000.0,353312.5,2018-09-15,False,False,False
0Oq6lnlrM6,WBLMvYAQxe,2021,D,105255.0,105255.0,2021-04-15,False,False,False
0Oq6lnlrM6,WBLMvYAQxe,2021,D,105255.0,105255.0,2021-09-30,False,False,False
0Oq6lnlrM6,WBLMvYAQxe,2022,D,85000.0,85000.0,2022-04-15,False,False,False
0Oq6lnlrM6,WBLMvYAQxe,2022,D,85000.0,85000.0,2022-09-02,False,False,False
0Oq6lp3AM6,9z5k7Yg5A3,2013,F,48400.0,48400.0,2013-05-01,False,False,False
